outlet,date,headline,label,url,labelled_by,confidence
Kurir,2026-09-15,"TROJANSKI STUDENTI Pune 2 godine u perfidnoj predstavi narodu je nuđena iluzija o nepokolebljivom, i rodoljubivom buntu, a evo šta je zapravo u konju!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104646/trojanski-studenti,claude-sonnet-5,high
Kurir,2026-09-15,OTIMAJU FAKULTETE DO IZBORA: PLENUMAŠI UNIVERZITET PRETVARAJU U POLITIČKI ŠTAB! Umesto povratka u amfiteatre blokaderi planiraju obustavu nastave do 25. oktobra,vilifying_opponents,https://www.kurir.rs/vesti/politika/10104200/blokaderi-planiraju-da-univerzitet-pretvore-u-politicki-stab,claude-sonnet-5,high
Kurir,2026-09-15,"""NAŠA TROBOJKA SIMBOL JE SLOBODE I PONOSA"" Predsednik Vučić čestitao Dan srpskog jedinstva, slobode i nacionalne zastave: Obaveza nam je da čuvamo Srbiju",nothing,https://www.kurir.rs/vesti/politika/10104583/dan-srpskog-jedinstva-slobode-i-nacionalne-zastave,claude-sonnet-5,medium
Kurir,2026-09-14,"OVO JE ZA RIPLIJA! ""STUDENTI"" SA STUDENTSKE LISTE NIKAD STARIJI! Generacija koja šatro gradi budućnost ČAK 7 GODINA STARIJA od Vučićeve liste!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104494/prosecna-starost-kandidata-na-studentskoj-listi-50-66-godina,claude-sonnet-5,high
Kurir,2026-09-14,"""MENI NAREĐUJU GRAĐANI SRBIJE, A NE KOMINTERNA I TAJNE ORGANIZACIJE!"" Vučić žestoko poručio: Ponosan sam što sam predvodio otpor tiraniji spolja! (VIDEO)",personality_cult,https://www.kurir.rs/vesti/politika/10104575/aleksandar-vucic-izjava-ponosan-sam-na-otpor-tiraniji-nametnutoj-spolja-i-odbranu-srbije,claude-sonnet-5,medium
Kurir,2026-09-14,"""DŽABE SU SE NADALI DA NEĆEMO DOĆI, TU SMO!"" Macut poslao moćnu poruku iz Banjaluke: Drina nas ne razdvaja nego spaja, Srbija će uvek biti uz Srpsku!",nothing,https://www.kurir.rs/vesti/politika/10104567/djuro-macut-u-banjaluci-obracanje-na-dan-srpskog-jedinstva-i-sastanak-sa-minicem,claude-sonnet-5,medium
Kurir,2026-09-14,"POSLE ISTRAGE O ""ZVUČNOM TOPU"" SLEDE POSTUPCI, TUŽILAC MARKOVIĆ OBEĆAO: Svi vinovnici biće procesuirani, niko se neće izvući",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104553/posle-istrage-o-zvucnom-topu-slede-postupci,claude-sonnet-5,medium
Kurir,2026-09-14,"ŠTA JE SRBIJA TRPELA SKORO 2 GODINE?! Sve sami nobelovci: Blokaderka uzela megafon, pa šokirala nepismenošću pred RIK-om - ""SVE SE PROVERUJE"" (VIDEO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104536/blokaderka-ispred-rik-a-unutra-se-upravo-proveruje-svaki-pojedinacno-vas-potpis,claude-sonnet-5,high
Kurir,2026-09-14,"""DONELI SMO 'SAMO' 225.000 POTPISA!"" Lista Ujedinjena Srbija počistila blokadere za 4 sata! ""Pukli"" na STVARNOM TESTU, Vučević im očitao lekciju iz realnosti",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104525/lista-aleksandar-vucic-skupila-225-000-potpisa-za-nekoliko-sati-blokaderi-70-000-za-dva-dana,claude-sonnet-5,high
Kurir,2026-09-14,"KO SE SVE NALAZI NA BLOKADERSKOJ LISTI? Od 250 ljudi, čak 230 je za sankcije Rusiji, priznanje tzv. Kosova i satiranje svega što nas čini Srbima (FOTO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104515/ko-je-sve-na-blokaderskoj-listi,claude-sonnet-5,high
Kurir,2026-09-14,"ETO KO VEĆINSKU SRBIJU SA PODSMEHOM NAZIVA ""ĆACIJIMA"" Ovakav amaterizam se ne pamti u političkom životu Srbije! Nisu sposobni ni osnovnu proceduru da sprovedu",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104513/studenti-vecinsku-srbiju-nazivaju-cacijima-a-nisu-sposobni-ni-proceduru-da-sprovedu,claude-sonnet-5,high
Kurir,2026-09-14,"""KAO U TORU VAS TERAJU DA POTPISUJETE LISTU KOJU NISTE NI VIDELI"" Vučić: Ne znate ni ko je prvi, ni drugi, ni treći! Zbog svega vam je bio potreban ""zvučni top""",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104478/vucic-o-studentskoj-listi-ne-znate-ni-ko-je-prvi-ni-ko-je-drugi,claude-sonnet-5,high
Kurir,2026-09-14,BRUKA VEĆ NA PRVOM KORAKU! Blokaderi hteli 500.000 potpisa pa jedva iscedili 75 hiljada za 72 sata! A onda u RIK-u nastao TOTALNI HAOS! BOLNI UDARAC REALNOSTI!,vilifying_opponents,https://www.kurir.rs/vesti/politika/10104477/blokaderi-predali-75-hiljada-potpisa-rik-u-i-zaboravili-papir-o-osnivanju-grupe-gradjana,claude-sonnet-5,high
Kurir,2026-09-14,"""NJIHOV UPLIV JE VIŠE NEGO OČIGLEDAN"" Stručnjaci analiziraju lažni ""huk"": Sve je izmišljeno sa jednim ciljem!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104467/kako-su-dezinformacije-mogle-izazvati-haos-u-srbiji,claude-sonnet-5,medium
Kurir,2026-09-14,"OVAKVI BI DA VODE DRŽAVU? Blokaderi napravili cirkus već na predaji liste, ne mogu da nađu najvažniji papir! KAKVA BRUKA! Zbog ovog snimka se smeje cela Srbija",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104465/blokaderi-zaboravili-vazan-papir-za-predaju-liste,claude-sonnet-5,high
Kurir,2026-09-14,"""TVRDNJE KONAKOVIĆA SU NEISTINITE I ZLONAMERNE"" Oglasila se Vlada Srbije: Demantovali ministra BiH, evo kada je zahtev za prelet aviona zapravo poslat",vilifying_neighbours,https://www.kurir.rs/vesti/politika/10104449/vlada-srbije-odbacuje-tvrdnje-o-preletu-aviona-djure-macuta,claude-sonnet-5,low
Kurir,2026-09-14,"SKANDAL U ŽIVOM PROGRAMU! Rektorka blokaderka otvoreno priznala: ""Ranije nismo bili ponosni na srpsku zastavu!""",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104427/rektorka-mirjana-nikolic-izjavila-da-blokaderi-ranije-nisu-bili-ponosni-na-srpsku-zastavu,claude-sonnet-5,high
Kurir,2026-09-14,"VUČIĆ OTKRIO DATUM KAD PODNOSI OSTAVKU NA MESTO PREDSEDNIKA: Najduže sam bio predsednik Srbije, verno služio građanima",personality_cult,https://www.kurir.rs/vesti/politika/10104409/kada-vucic-podnosi-ostavku,claude-sonnet-5,medium
Kurir,2026-09-14,"""TO NIJE BILO NI '46, NI '47, DOK JE JOŠ KOMINTERNA ZAPOVEDALA"" Vučić izneo predviđanja za izbore, otkrio i kad podnosi ostavku: Sve ispod 50% biću nezadovoljan",nothing,https://www.kurir.rs/vesti/politika/10104331/predsednik-vucic-u-nacionalnom-dnevniku,claude-sonnet-5,low
Kurir,2026-09-14,VUČIĆ O NAJAVI NOVIH BLOKADA FAKULTETA: To je direktno protivzakonito! Srećan sam što smem da predam i vodim listu protiv onih koji bi da nam vrate tiraniju,vilifying_opponents,https://www.kurir.rs/vesti/politika/10104405/vucic-o-blokadama-fakulteta-to-je-protivzakonito,claude-sonnet-5,medium
Kurir,2026-09-14,"""TAKO NIJE BILO NI '46. KAD JE ZAPOVEDALA KOMINTERNA!"" Vučić žestoko odbrusio: Neće nama niko iz inostranstva govoriti šta je najbolje za Srbiju!",vilifying_eu,https://www.kurir.rs/vesti/politika/10104401/poredjenje-sa-kominternom-vuciceva-poruka-o-demokratiji,claude-sonnet-5,medium
Kurir,2026-09-14,"""MONTIRALI SU HUK POLETANJA AVIONA!"" Vučić razbio najprljaviju fabriku laži: Jovanjica, Safari i ""zvučni top"" napravljeni da od mene naprave monstruma!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104398/aleksandar-vucic-o-montiranom-snimku-afere-zvucni-top-i-dehumanizaciji,claude-sonnet-5,medium
Kurir,2026-09-14,"""KLJUČNE REČI ZAPADNOG MEJNSTRIMA IZ 90-IH O SRBIMA NA BROJU"" Gujon o pisanju francuskog portala: Da nije tako verovatno Nova S ne bi ni prenela članak",vilifying_eu,https://www.kurir.rs/vesti/politika/10103218/arno-gujon-o-pisanju-francuskog-portala,claude-sonnet-5,medium
Kurir,2026-09-14,"""NEMA ODLAGANJA ŠKOLSKE GODINE NA FAKULTETIMA ZBOG IZBORA"" Ministarstvo prosvete: Zakon zabranjuje političko delovanje u obrazovnim institucijama!",nothing,https://www.kurir.rs/vesti/politika/10104216/ministarstvo-prosvete-nema-odlaganja-skolske-godine-na-fakultetima-zbog-izbora,claude-sonnet-5,high
Kurir,2026-09-14,"IZGLASANO U SKUPŠTINI TZV. KOSOVA Tanja Vujović iz Srpske liste potpredsednik Skupštine, Aljbin Kurti ponovo premijer u Vladi",nothing,https://www.kurir.rs/vesti/politika/10104303/tanja-vujovic-potpredsednik-skupstine-kosova-aljbin-kurti-ponovo-premijer,claude-sonnet-5,low
Kurir,2026-09-14,"U 12 SATI Vučić sutra dodeljuje odlikovanja povodom Dana srpskog jedinstva, slobode i nacionalne zastave",nothing,https://www.kurir.rs/vesti/politika/10104304/urucivanje-odlikovanja-povodom-dana-srpskog-jedinstva,claude-sonnet-5,high
Kurir,2026-09-14,"SARAJEVO ZABRANILO MACUTU PRELET PREKO BIH: U Banjaluku idem autom, važno mi je da zajedno obeležimo Dan srpskog jedinstva",vilifying_neighbours,https://www.kurir.rs/vesti/politika/10104255/sarajevo-zabranilo-macutu-prelet-rpeko-bih-on-u-banjaluku-ide-autom,claude-sonnet-5,medium
Kurir,2026-09-14,"""IZNENAĐUJE ME SAMODESTRUKTIVNOST BLOKADERA"" Prof. dr Dejan Miletić bez dileme: Strategija da na muku društva dođete do cilja je jadna!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104252/prof-dr-miletic-o-manipulacijama-opozicije-gde-je-odgovornost,claude-sonnet-5,high
Kurir,2026-09-14,"Istina je pobedila, zvučni top nije upotrebljen: Jelena Žarić Kovačević o saopštenju Višeg javnog tužilaštva",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104238/zvucni-top-zaric-kovacevic,claude-sonnet-5,medium
Kurir,2026-09-14,"NEST'O! ""NE MOŽEMO DA NAĐEMO NESTOROVIĆA"" Borislav Antonijević: Ne javlja nam se već sedam dana od zadnjeg sastanka, od prošlog utorka (VIDEO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104189/mi-snaga-naroda-ne-mozemo-da-nadjemo-branimira-nestorovica,claude-sonnet-5,medium
Kurir,2026-09-14,PETKOVIĆ PISAO OEBS-u: Zatražio od šefa misije u Prištini da obezbedi da izbori za Skupštinu Srbije budu održani i na KiM,nothing,https://www.kurir.rs/vesti/politika/10104123/petar-petkovic-pisao-oebsu-zatrazio-od-sefa-misije-da-izbori-budu-odrzani-i-na-kim,claude-sonnet-5,medium
Kurir,2026-09-14,"""REZULTATI SE NE MOGU ZAUSTAVITI"" Vučević sa građanima u Novom Sadu: Za razliku od blokadera, koji nude podele, mržnju i nasilje, mi nudimo konkretne rezultate",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104027/milos-vucevic-razgovarao-sa-gradjanima-u-novom-sadu,claude-sonnet-5,high
Kurir,2026-09-14,PREDSEDNIK SRBIJE PRIMIO AKREDITIVNA PISMA NOVIH AMBASADORA ŠPANIJE I AZERBEJDŽANA: I još njih osam na nerezidencijalnoj osnovi (FOTO),nothing,https://www.kurir.rs/vesti/politika/10103624/vucic-prima-akreditivna-pisma-novih-ambasadora-azerbejdzana-i-spanije,claude-sonnet-5,high
Kurir,2026-09-14,"LAŽNI HUK JE BIO PSIHOLOŠKA OPERACIJA KOJA JE TREBALO DA SRUŠI CELU SRBIJU: Aferu ""zvučni top"" montirali da bi ostvarili lične i političke ciljeve",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104100/lazni-huk-je-bio-psiholoska-operacija-koja-je-trebala-da-srusi-srbiju,claude-sonnet-5,medium
Kurir,2026-09-14,"GUJON IZ JEKATERINBURGA: Srbija je ostala jedini most između Evrope i Rusije, nismo podlegli demonizaciji ruskog naroda",vilifying_eu,https://www.kurir.rs/vesti/politika/10103718/arno-gujon-srbija-ne-prihvata-demonizaciju-rusije,claude-sonnet-5,low
Kurir,2026-09-14,"SRBIJA JE NA UDARU, JER NIKAD NIJE BILA JAČA Zvučni top je laž, iza svega stoje kancerogene grupe i pakleni plan protiv predsednika Vučića",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104080/drzave-zapadne-evrope-umesane-su-u-navodno-koriscenje-zvucnog-topa,claude-sonnet-5,medium
Kurir,2026-09-14,"Cvetković: Uzurpatorom SPO baviće se nadležni organi! ""Doprinećemo pobedi Ujedinjene Srbije""",vilifying_opponents,https://www.kurir.rs/vesti/politika/10104091/spo-sukob-izbori-cvetkovic,claude-sonnet-5,medium
Kurir,2026-09-14,"SVETSKA PROGNOZA JE JASNA - VUČIĆ 67 ODSTO, A ĐOKIĆ 0,7! Najpoznatija berza na svetu otkrila ko ima najveće šanse da bude novi premijer Srbije",personality_cult,https://www.kurir.rs/vesti/politika/10104004/polymarket-vucic-vodi-sa-67-sansi-za-premijera-srbije,claude-sonnet-5,medium
Kurir,2026-09-14,"VUČEVIĆ I REBRAČA ZASELI NA KLUPICU PA NAVALILI! S košarkaškom legendom na bureku, kucnuli se i jogurtom: Živeli! Pa se sladili pobedničkim bombonicama (VIDEO)",nothing,https://www.kurir.rs/vesti/politika/10104061/vucevic-i-rebraca-doruckuju-burek,claude-sonnet-5,high
Kurir,2026-09-14,"OGROMNA ZASTAVA OVK NA ZGRADI OPŠTINE LIPLJAN! Postavio je gradonačelnik Ahmeti, oglasila se Američka ambasada: Upozorava na 16. septembar, dan presude Tačiju",vilifying_neighbours,https://www.kurir.rs/vesti/politika/10104014/ogromna-zastava-ovk-postavljena-na-zgradi-opstine-lipljan,claude-sonnet-5,medium
Kurir,2026-09-14,"NAJAVA NOVOG HAOSA! PLENUMAŠI IZGLASALI BLOKADE FAKULTETA DO IZBORA! Ministar Stanković: Sve će biti tretirano u skladu sa zakonom, poslaćemo inspekciju",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103942/blokade-fakulteta-tokom-izbora-reakcija-ministra-stankovica,claude-sonnet-5,high
Kurir,2026-09-14,"""SAD KAD SU UHVAĆENI U LAŽI NAPADAJU NAŠE INSTITUCIJE I DRŽAVU"" Ana Brnabić objasnila zašto Sandro Goci i dalje brani lažnu aferu ""zvučni top""",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103918/Ana-Brnabic-o-aferi-zvucni-top-Laz-i-napadi-na-institucije,claude-sonnet-5,medium
Kurir,2026-09-14,"DONACIJE ZA PRIVATNI DUG OD 35.000 EVRA?! Zbor Novog Pazara zove građane da uplate novac blokaderu, a on DUGUJE ZA STRUJU I KIRIJU VLASNICI LOKALA (FOTO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103903/donacije-za-aladina-paucinca-novi-pazar-zbor-blokaderi,claude-sonnet-5,high
Kurir,2026-09-14,"""NIJE TO PALO S NEBA I NIKO NE DOBIJA ŠTO NIJE ZASLUŽIO"" Poruka Vučića penzionerima i borcima! Objasnio i šta strancima uvek pokazuje sa terase Palate Srbija",nothing,https://www.kurir.rs/vesti/politika/10103882/vucic-o-jednokratnoj-novcanoj-pomoci-i-povecanju-plata-socijalnim-radnicima,claude-sonnet-5,low
Kurir,2026-09-14,"""OPOZICIJA NE MOŽE DA PRIKUPI POTPISE"" Buknuo pravi rat između DS i SSP zbog izlaska na izbore: ""ŽAO MI VAS JE...""",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103835/demokrate-optuzuju-opoziciju-da-ne-moze-da-sakupi-potpise,claude-sonnet-5,high
Kurir,2026-09-14,"PIJANOM BLOKADERU SE CRNO PIŠE ZBOG LAŽNE DOJAVE BOMBE: Detalji drame na letu Air Serbia, preti mu robija i kazna do 100.000 evra?!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103741/kakva-kazna-sledi-za-blokadera-koji-je-dojavio-laznu-bombu,claude-sonnet-5,high
Kurir,2026-09-14,"DOKAZANO: Prvi snimak Radio puls Grocka dokazuje da su tri najviše šerovana snimka montirana dodavanjem “huka” kako bi se spinovala priča o ""zvučnom topu""",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103699/kako-je-spinovana-lazna-afera-zvucni-top,claude-sonnet-5,medium
Kurir,2026-09-14,"""NAJSTRAŠNIJA LAŽ U POSLEDNJOJ DECENIJI, ZAMALO SU IZAZVALI GRAĐANSKI RAT"" Vučić se obratio građanima i otkrio šta je SUŠTINA laži o zvučnom topu (VIDEO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103723/vucic-o-lazima-o-zvucnom-topu,claude-sonnet-5,medium
Kurir,2026-09-14,"ZA FEDERALNU TV IZ SARAJEVA BLOKADERKA KONAČNO OTKRILA KOJI IM JE PROGRAM I NAČIN DELOVANJA Pre izbora ćute o Mladiću, a onda priznaju da su Srbi zločinci?!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103702/blokaderka-o-ratku-mladicu-i-nameri-blokadera,claude-sonnet-5,high
Kurir,2026-09-14,"""ISKRENI OPOZICIONARI, SVAKO OČEKUJE NEKI BENEFIT"" Milić ""pohvalio"" Ćutu, Parandilovića i Aleksića, a zapravo rekao istinu: To je najklasičniji interes! (VIDEO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103680/dragan-milic-o-opoziciji-svako-ocekuje-neki-benefit,claude-sonnet-5,high
Kurir,2026-09-14,1.530.000 PRIJAVILO SE ZA 6.000 DINARA! Mali ima još sjajnih vesti: Od 1. decembra veće plate i penzije! Penzionerima po 6.000 leglo još jutros u 5!,nothing,https://www.kurir.rs/vesti/politika/10103643/milion-i-po-gradjana-srbije-prijavilo-se-za-6-000-dinara-drzavne-pomoci,claude-sonnet-5,high
Kurir,2026-09-14,"STRUČNJACI VEŠTAČILI KAKO JE MONTIRAN LAŽNI HUK: Čak 50 puta pojačali zvuk da bi predstavili kao ""zvučni top"" i lažno optužili Vučića da je pucao na svoj narod",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103260/cak-50-puta-pojacali-zvuk-da-bi-predstavili-kao-zvucni-top-i-optuzili-vucica-da-je-pucao-na-narod,claude-sonnet-5,medium
Kurir,2026-09-13,TAČNO U 18.30 SATI! Vučić večeras u Nacionalnom dnevniku: Predsednik govori o svim aktuelnim temama,nothing,https://www.kurir.rs/vesti/politika/10103570/vucic-gost-nacionalnog-dnevnika-tv-pink,claude-sonnet-5,high
Kurir,2026-09-13,"""IZBORI SU JEDINO MERILO NARODNE VOLJE"" Đilasu zasmetalo okupljanje patriotskih snaga, Vučević mu održao lekciju: Konstrukcije propalog bloka ne iznenađuju",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103289/milos-vucevic-odgovorio-draganu-djilasu,claude-sonnet-5,high
Kurir,2026-09-13,"NEVEROVATNA SILA NA PEŠTERU! Vučić se poklonio srpskoj zastavi, pa jasno poručio: ""Hoćemo sami da čuvamo svoje nebo"" Evo koju je ocenu dobila Vojska Srbije",personality_cult,https://www.kurir.rs/vesti/politika/10103532/vucic-na-taktickoj-vezbi-vojske-srbije,claude-sonnet-5,medium
Kurir,2026-09-13,ĐURO MACUT POSETIO TRSTENIK Dom zdravlja pravi primer efikasnog zdravstvenog zbrinjavanja,nothing,https://www.kurir.rs/vesti/politika/10103505/djuro-macut-posetio-trstenik,claude-sonnet-5,high
Kurir,2026-09-13,"ŠIRIMO ""GARANCIJU ZA MLADE"" NA SVAKO SELO I GRAD! Ministarka Đurđević Stamenkovski poslala jaku poruku omladini: Nemamo vremena za čekanje!",nothing,https://www.kurir.rs/vesti/politika/10103493/milica-djurdjevic-stamenkovski-najavila-sirenje-programa-garancija-za-mlade-na-celu-srbiju-od-2027,claude-sonnet-5,high
Kurir,2026-09-13,"PSIHOLOŠKA OPERACIJA ""LAŽNI HUK"": Od spina o 4.000 ljudi s posledicama ""zvučnog topa"", lekarsko uverenje donelo samo njih 38! JEDAN SE ŽALIO NA HEMOROIDE!?",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103179/psiholoska-operacija-lazni-huk-od-spina-od-4000-ljudi-sa-posledicama-zvucnog-topa-spali-na-38,claude-sonnet-5,medium
Kurir,2026-09-13,"LEPA BRENA ZA ČETIRI OSOBE, ČUJ MENE GODINE Panović urnisao blokadere: Setite se Vučića i Malog u kolima i Brenine pesme, te četiri godine nisu lake (VIDEO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103147/zoran-panovic-porucio-blokaderima-cetiri-godine-nisu-lake,claude-sonnet-5,medium
Kurir,2026-09-13,"""U SVEMU ŠTO SMO SVIH OVIH GODINA RADILI VODILA NAS JE JEDNA MISAO"" Vučić sumirao radnu nedelju: Bilo je teških trenutaka ali smo uvek znali zbog čega se borimo",personality_cult,https://www.kurir.rs/vesti/politika/10103472/vucic-sumirao-radnu-nedelju-srbija,claude-sonnet-5,low
Kurir,2026-09-13,"KOMPLETNA LISTA ""ALEKSANDAR VUČIĆ - UJEDINJENA SRBIJA"" Otkriveni svi kandidati! Vučić na prvom mestu, a evo ko ga sledi",nothing,https://www.kurir.rs/vesti/politika/10103395/ko-su-kandidati-na-listi-aleksandar-vucic-ujedinjena-srbija,claude-sonnet-5,medium
Kurir,2026-09-13,"SKANDALOZAN SNIMAK DIVLJAŠTVA NA ULICI! Blokaderska profesorka drsko napala aktiviste SNS: Baca papire i duva u pištaljku, misli da se tako dolazi na VLAST!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103409/ljubica-oparnica-snimljena-kako-baca-papire-na-aktiviste-sns-tokom-ulicnog-napada,claude-sonnet-5,high
Kurir,2026-09-13,"""DOBIO SAM INFORMACIJU DA JE NOVI PAZAR DAO USLOV DA MORATE BITI IZBAČENI S LISTE"" Razgovor Mila Lompara i Dragana Milića kako su ih preveslali blokaderi VIDEO",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103195/milo-lompar-i-dragan-milic-razgovor-studentska-lista,claude-sonnet-5,medium
Kurir,2026-09-13,"NOVA DIMENZIJA MRŽNJE I PROSTAKLUKA! Blokaderi sad udarili na RIK i zaposlene: Umesto političkog programa, poručili: Sve ćemo ih... (FOTO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103308/blokaderi-psuju-i-rik,claude-sonnet-5,high
