outlet,date,headline,url,summary,predicted_label,predicted_confidence,predicted_probs,model_version,label,comment,labelled_by,labelled_at,cluster_id
Kurir,2026-09-16,"NI NJEGOVI GA NISU HTELI, A HOĆE DA VODI DRŽAVU?! Iliju Srdanovića ni kolege lekari nisu izabrali da vodi Lekarsku komoru, a blokaderi žele da vodi Srbiju?!",https://www.kurir.rs/vesti/politika/10105801/zasto-je-ilija-srdanovic-odbio-duel-sa-predsednikom-aleksandrom-vucicem,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Discredits Srdanovic as rejected even by his own professional peers.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-16,"""DETALJNIJE SAM GA UPOZNAO SA SVE IZRAŽENIJIM TENZIJAMA NA KOSOVU I METOHIJI"" Predsednik Vučić razgovarao s komandantom Nacionalne garde Ohaja",https://www.kurir.rs/vesti/politika/10105658/vucic-s-komandantom-nacionalne-garde-ohaja,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,"(LLM) Routine diplomatic meeting report, no manipulative framing.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-16,"JEFTINA DEMAGOGIJA BLOKADERA! Analitičari: Umesto mladih snaga, ""studentska"" lista poturila istrošene kadrove koji opet hoće u vlast",https://www.kurir.rs/vesti/politika/10105358/Studentska-lista-Demagogija-ili-stvarna-snaga-mladosti,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Quotes analysts calling the student list demagogic and recycled.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""STUDENTSKA LISTA"" JE NAJVEĆA PREVARA U ISTORIJI SRBIJE! Ana Brnabić o odbijanju da izađu na debatu s Vučićem: Za to hrabrosti nema",https://www.kurir.rs/vesti/politika/10105577/brnabic-o-odbijanju-predstavnika-tzv-studentske-liste-da-izadju-na-duel-s-vucicem,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Brnabic calls the student list history's biggest fraud, cowardice for avoiding debate.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""BIO JE AGRESIVAN, PRAVIO HAOS, POZVALI SU POLICIJU"" Obrknežev otkriva pravo lice Ilije Srdanovića: ""Sramota me da ponovim šta je govorio starijim ljudima""",https://www.kurir.rs/vesti/politika/10105507/obrknezev-otkriva-pravo-lice-srdanovica,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Personal account discrediting Srdanovic's character and behavior.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"DOSAD SE PRIJAVILO 1.650.000 GRAĐANA Mali: Naredne nedelje kreće isplata 6.000 dinara - evo ko dobija novac automatski, a ko mora da se prijavi",https://www.kurir.rs/vesti/politika/10105568/isplata-6-000-dinara-naredne-nedelje-sinisa-mali-objasnio-detalje-i-prijavu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Neutral government benefit-payment announcement.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"KO JE RASTURIO KOALICIJU ĆUTE, ALEKSIĆA I PARANDILOVIĆA? Jasno je čija je ""nevidljiva ruka"" iza toga ZAMISLITE TOTALITARIZAM KAD BI SE STUDENTI DOČEPALI VLASTI",https://www.kurir.rs/vesti/politika/10105537/koalicija-cute-aleksica-i-parandilovica-pukla-pod-pritiskom-tzv-studentske-liste,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Frames opposition coalition collapse and imagines student-led ""totalitarianism"".",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""LAŽNA AFERA 'ZVUČNI TOP' SLUŽILA DA SE VUČIĆ POLITIČKI UBIJE"" Specijalna emisija razbila blokaderske laži: Država došla do dokaza ko je i kako to plasirao",https://www.kurir.rs/vesti/politika/10105534/lazna-afera-o-zvucnom-topu-specijalna-emisija-na-tv-pink,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,"(LLM) Dismisses the ""zvucni top"" affair as a blokader lie targeting Vucic.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"SIMBOL SLOBODE S KALEMEGDANA PORAŽEN NA BLOKIRANOJ ULICI! Kako su blokaderi ponizili Pobednika i pretvorili ga u ranjenog, tužnog nosača kutije",https://www.kurir.rs/vesti/politika/10105379/blokaderi-pobednik-studentska-lista,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Accuses blokaderi of humiliating the Pobednik national monument.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"SRDANOVIĆ ODBIO VUČIĆEV POZIV NA DUEL, PREDSEDNIK GA RASTURIO: A samo sam hteo da sučelimo mišljenja i ideje - NISU SMELI (VIDEO)",https://www.kurir.rs/vesti/politika/10105473/aleksandar-vucic-o-iliji-srdanovicu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Frames Srdanovic as a coward for refusing Vucic's debate challenge.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,VUČIĆ SUTRA S VUDRAFOM: Predsednik Srbije sastaće se sa komandantom Nacionalne garde Ohaja,https://www.kurir.rs/vesti/politika/10105462/vucic-sutra-sa-komandantom-nacionalne-garde-ohaja-metjuom-vudrafom,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine diplomatic meeting announcement.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"SRPSKE TROBOJKE PREPLAVILE BEOGRAD! Praznik slobode i jedinstva u znaku jasne poruke: Srbija gradi i ide napred, podele je neće zaustaviti! (FOTO)",https://www.kurir.rs/vesti/politika/10105459/dan-srpskog-jedinstva-slobode-i-nacionalne-zastave-beograda-u-znaku-trobojke,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,"(LLM) Patriotic holiday celebration coverage, no target category.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""MOSTOVI SU SIMBOL POVEZIVANJA, A NE BLOKADA I MRŽNJE"" Vučević sa studentom Balaćem obišao radove u Novom Sadu pa poslao moćnu poruku (VIDEO)",https://www.kurir.rs/vesti/politika/10104868/vucevic-u-novom-sadu-novi-mostovi-spajaju-ljude-ne-razdvajaju,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Contrasts government ""bridges not division"" messaging with implicit blokaderi ""hatred"".",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,PICULA I BARTULICA SNAŽNIJE NEGO IKAD PODRŽALI STUDENTSKU LISTU Brnabić im žestoko odbrusila: Neće nam naređivati oni koji slave genocid - neće dok se mi pitamo,https://www.kurir.rs/vesti/politika/10105439/ana-brnabic-o-stranim-pritiscima-na-srbiju-odgovorila-piculi,,vilifying_eu,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 1.0, ""nothing"": 0.0}",rung1-rules,vilifying_neighbours,(LLM) Croatian politicians accused of celebrating genocide while backing the student list.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""UZ NAROD, UZ SRBIJU!"" Đerlek razgovarao sa meštanima sela Belosavca: Kosovo i Metohija su Srbija i od toga nikada nećemo odustati",https://www.kurir.rs/vesti/politika/10105435/mirsad-djerlek-u-selu-belosavci,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,"(LLM) Territorial-claim rhetoric, not framing Kosovo people themselves as hostile actors.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"VUČIĆ USKORO KREĆE U OBILAZAK SRBIJE U KAMP KUĆICI Razgovor sa ljudima najveći prioritet! ""Ići ću u najudaljenija sela, svaki grad da posetim"" VIDEO",https://www.kurir.rs/vesti/politika/10105410/vucic-krece-u-obilazak-srbije-u-kamp-kucici,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,personality_cult,"(LLM) Portrays Vucic as a down-to-earth, people-first leader touring the country.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"SVE O POŠTENJU I INTEGRITETU KUMOVA: Kako su Poledica i Jolović vodili Sindikat dok su se nizala hapšenja, falsifikati i TRAGEDIJE! (FOTO)",https://www.kurir.rs/vesti/politika/10105402/mirko-poledica-i-nikola-jolovic-skandali-i-hapsenja-u-sindikatu-nezavisnost,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Discredits a government-critical trade union's leadership over scandals.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,SDP PREDALA LISTU ZA PARLAMENTARNE IZBORE: Od osnivača zatraženo da Rasim Ljajić bude nosilac liste,https://www.kurir.rs/vesti/politika/10104705/sdp-predala-listu-za-parlamentarne-izbore-nosilac-rasim-ljajic,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Neutral factual reporting of a party's election-list submission.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,SVI ĆUTINI PRINCIPI PADOŠE U VODU! Pogazio sve što je pričao - evo kako je govorio dok nije PRELETEO (VIDEO),https://www.kurir.rs/vesti/politika/10105394/cutini-principi-padose-u-vodu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Mocks opposition figure Cuta as a hypocrite who abandoned his own principles.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"OVO SU TA ""NOVA LICA"" BLOKADERA? Najavljivali umne glave i ljude van sistema, a na listu stavili bivšu radnicu MINISTARSTVA! (VIDEO)",https://www.kurir.rs/vesti/politika/10105386/studentska-lista-blokadera-dragana-djordjevic-i-nova-lica-na-politickoj-sceni,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,"(LLM) Mocks student list's claimed ""new faces"" as a former ministry insider.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"KO JE SRDANOVIĆ, NOSILAC STUDENTSKE LISTE Bio u SNS pa se naljutio kad je izvisio za funkciju! Bahatio se, kršio radnu obavezu! I takvi treba da vode Srbiju?",https://www.kurir.rs/vesti/politika/10105383/ilija-srdanovic-kontroverzni-lekar-i-politicki-aktivista,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Discredits Srdanovic's professional and political history.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"NAJSTARIJA POLITIČKA PREVARA! Kako je moguće da je ""studentska lista"" starija od Vučićeve za ČAK 1.750 GODINA?! Kao u onom vicu - sve se može kad lažeš",https://www.kurir.rs/vesti/politika/10104977/studentska-lista-nastarija-politicka-prevara,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Mocks the student list's ""newness"" claim as absurd (older than a historical reference).",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""PROŠLE GODINE IZGUBILI SMO 12.000 DIPLOMA"" Stručnjaci za Kurir: Za blokadere nije opcija da budu konstruktivna opozicija",https://www.kurir.rs/vesti/politika/10105321/kako-blokaderi-nazaduju-drustvo-u-srbiji,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Cites experts saying blokaderi can't function as a constructive opposition.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""JEDINSTVO SE DOKAZUJE DELIMA I BRIGOM O SVAKOM ČOVEKU"" Vučević sa meštanima Niške Banje i Svrljiga: Nijedno mesto u Srbiji nije zaboravljeno!",https://www.kurir.rs/vesti/politika/10105326/milos-vucevic-sa-mestanima-niske-banje-i-svrljiga,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,"(LLM) Routine local-visit government PR, no category target.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""LISTA IM JE PUNA LJUDI BLISKIH SA DARKOM GLIŠIĆEM, TU JE I ĆERKA POSLANIKA PUPS-a"" Jovanov o studentskoj listi nakon saznanja da je na njoj i članica SNS",https://www.kurir.rs/vesti/politika/10105259/milenko-jovanov-se-oglasio-nakon-saznanja-da-je-na-studentskoj-listi-clanica-sns,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Discredits student list as full of establishment insiders despite its ""new faces"" claim.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"KAKO MALI PERICA ZAMIŠLJA DRŽAVU! Program ""studentske liste"" prepisan iz bajke: Obećavaju sve, ne objašnjavaju ništa, sve će biti bolje, a kako - NEMAJU POJMA!",https://www.kurir.rs/vesti/politika/10105228/program-studentske-liste-bajka-spisak-zelja-pusta-obecanja,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Mocks the student list's program as an unrealistic fairy tale with no substance.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""VELIKI I VAŽAN KORAK ZA SRBIJU I REGION"" Đurđević Stamenkovski i Tamara Vučić otvorile Institut za rani razvoj deteta i inkluziju na Bežanijskoj kosi (FOTO)",https://www.kurir.rs/vesti/politika/10105211/djurdjevic-stamenkovski-i-tamara-vucic-otvorile-institu-za-rani-razvoj-deteta-i-inkluziju,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine ribbon-cutting/institute-opening story.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"ZABORAVILI PAPIR, A HTELI BI DA VODE DRŽAVU? Stručnjaci o blokaderima nakon predaje liste: ""Jasan je upliv stranog novca kako bi sproveli obojenu revoluciju""",https://www.kurir.rs/vesti/politika/10105075/aleksandra-stanisaljevic-i-dejan-lisica-blokaderska-lista-nema-plan-za-drzavu,,vilifying_opponents,1.0,"{""vilifying_opponents"": 2.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,"(LLM) Discredits blokaderi's competence, implies foreign-money backing for a ""colored revolution"".",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,BLOKADERI DOBIJAJU NAREĐENJA DA VREĐAJU: Stručnjaci za Kurir otkrivaju ko stoji iza profila koji seju mržnju na mrežama i kako da otkrijete identitet botova,https://www.kurir.rs/vesti/politika/10104860/drustvene-mreze-su-postale-epicentar-politickih-sukoba,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Accuses blokaderi of centrally directing online hate campaigns.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"NA ŠANGAJSKOJ LISTI BEZ DRUŠTVENIH NAUKA - BAŠ TAMO GDE SU BILE NAJŽEŠĆE BLOKADE! Šta je to ako ne dokaz da su blokaderi - od rektora do ""studenata"" - KRIVCI",https://www.kurir.rs/vesti/politika/10105128/dokaz-da-su-blokaderi-krivi-za-pad-bg-univerziteta-na-sangajskoj-listi,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Blames blokaderi for the university's academic ranking decline.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"""MOŽDA NE BI TREBALO NIKOME DA DRŽI PREDAVANJA O PROTOKOLU"" Starović poklopio Konakovića nakon zabrane preleta Macutu: Zahtev predat znatno pre istoka roka!",https://www.kurir.rs/vesti/politika/10105123/starovic-poklopio-konakovica,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_neighbours,(LLM) Frames a Bosnian official's protocol criticism as hypocritical.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,"I ĆUTA POKLEKNUO POD PRITISKOM BLOKADERA - NE IDE NA IZBORE! Koalicija ""Narodna Srbija"" se raspala pre nego što je i nastala! Miroslav Aleksić ostao sam",https://www.kurir.rs/vesti/politika/10105066/ekoloski-ustanak-ne-izlazi-na-izbore,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Frames an opposition coalition's collapse as caving to blokader pressure.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-15,ČOVEK KOJI TUČE ŽENE PRVI NA TZV. STUDENTSKOJ LISTI: Ilija Srdanović štampačem gađao koleginice?!,https://www.kurir.rs/vesti/politika/10104802/ilija-srdanovic-nasilje-i-skandali-prvog-na-studentskoj-listi,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Serious personal discrediting accusation (domestic violence) against Srdanovic.,claude-sonnet-5,2026-09-16T15:22:07,
