outlet,date,headline,label,cluster_id,source_url
RTS 1,2026-03-02,Priština ne prestaje s terorom; Paravan za odmazdu; Progon; Pet Srba uhapšeno u blizini Srbice,vilifying_neighbours,22,https://crta.plus/sr/updates/march-manipulations/
Informer,2026-03-02,Priština ne prestaje s terorom; Paravan za odmazdu; Progon; Pet Srba uhapšeno u blizini Srbice,vilifying_neighbours,22,https://crta.plus/sr/updates/march-manipulations/
Alo!,2026-03-15,Priština je doživela neuspeh - katastrofa na Kosovu i Metohiji i gašenje srpskih institucija sprečeni. Kurti je podbacio! Srbi neće postati stranci u sopstvenim kućama,vilifying_neighbours,23,https://crta.plus/sr/updates/march-manipulations/
Kurir,2026-04-21,"Namerno krši Zakon o visokom obrazovanju - Bezakonje - Političar Đokić, iz rektorske fotelje, lobira u Briselu protiv građana Srbije",vilifying_opponents,24,https://crta.plus/sr/updates/april-manipulations/
Informer,2026-04-21,"Namerno krši Zakon o visokom obrazovanju - Bezakonje - Političar Đokić, iz rektorske fotelje, lobira u Briselu protiv građana Srbije",vilifying_opponents,24,https://crta.plus/sr/updates/april-manipulations/
TV Prva,2026-04-21,"Namerno krši Zakon o visokom obrazovanju - Bezakonje - Političar Đokić, iz rektorske fotelje, lobira u Briselu protiv građana Srbije",vilifying_opponents,24,https://crta.plus/sr/updates/april-manipulations/
Informer,2026-04-03,Sve karte najzad otkrivene - Blokaderi nude Srbiji 'Đoku' - Vladan Đokić je prvi put otvoreno priznao da će biti kandidat blokadera na izborima...,vilifying_opponents,25,https://crta.plus/sr/updates/april-manipulations/
Politika,2026-04-17,"Luksuzni hoteli, prljava politika: od Brisela do Berlina, opozicija napada sopstvenu zemlju",vilifying_opponents,26,https://crta.plus/sr/updates/april-manipulations/
Srpski Telegraf,2026-04-17,"Luksuzni hoteli, prljava politika: od Brisela do Berlina, opozicija napada sopstvenu zemlju",vilifying_opponents,26,https://crta.plus/sr/updates/april-manipulations/
TV Informer,2026-04-17,"Luksuzni hoteli, prljava politika: od Brisela do Berlina, opozicija napada sopstvenu zemlju",vilifying_opponents,26,https://crta.plus/sr/updates/april-manipulations/
Alo!,2026-04-20,"Srbomrsci u Barseloni, srpski opozicionari u društvu Kurtija, sramna kampanja",vilifying_opponents,27,https://crta.plus/sr/updates/april-manipulations/
Informer,2026-04-20,"Srbomrsci u Barseloni, srpski opozicionari u društvu Kurtija, sramna kampanja",vilifying_opponents,27,https://crta.plus/sr/updates/april-manipulations/
Kurir,2026-04-20,"Srbomrsci u Barseloni, srpski opozicionari u društvu Kurtija, sramna kampanja",vilifying_opponents,27,https://crta.plus/sr/updates/april-manipulations/
TV Prva,2026-04-20,"Srbomrsci u Barseloni, srpski opozicionari u društvu Kurtija, sramna kampanja",vilifying_opponents,27,https://crta.plus/sr/updates/april-manipulations/
Kurir,2026-04-28,Skandal kakav se ne pamti - Hrvati udaraju na Dejtonski sporazum: Žele li ustaše da podele Bosnu i Hercegovinu?!,vilifying_neighbours,28,https://crta.plus/sr/updates/april-manipulations/
Informer,2026-04-28,Skandal kakav se ne pamti - Hrvati udaraju na Dejtonski sporazum: Žele li ustaše da podele Bosnu i Hercegovinu?!,vilifying_neighbours,28,https://crta.plus/sr/updates/april-manipulations/
TV Informer,2026-04-28,Skandal kakav se ne pamti - Hrvati udaraju na Dejtonski sporazum: Žele li ustaše da podele Bosnu i Hercegovinu?!,vilifying_neighbours,28,https://crta.plus/sr/updates/april-manipulations/
Srpski Telegraf,2026-04-20,"Izabrali su svog kandidata; Operacija 'Đokić', nova akcija hrvatske obaveštajne službe (SOA) u Srbiji; Hrvati se mešaju u srpske izbore",vilifying_neighbours,29,https://crta.plus/sr/updates/april-manipulations/
TV Informer,2026-04-20,"Izabrali su svog kandidata; Operacija 'Đokić', nova akcija hrvatske obaveštajne službe (SOA) u Srbiji; Hrvati se mešaju u srpske izbore",vilifying_neighbours,29,https://crta.plus/sr/updates/april-manipulations/
Informer,2026-05-06,Nastavljaju da prose stranu podršku - Piculini ljudi ocrnjuju Srbiju u Briselu,vilifying_opponents,30,https://crta.plus/sr/updates/may-manipulations/
TV Prva,2026-05-15,"Krv prolivena zbog blokaderskog pohoda. Horor ispred Pravnog fakulteta, krv šiklja na sve strane dok blokaderi brutalno linčuju čoveka.",vilifying_opponents,31,https://crta.plus/sr/updates/may-manipulations/
TV Pink,2026-05-15,"Krv prolivena zbog blokaderskog pohoda. Horor ispred Pravnog fakulteta, krv šiklja na sve strane dok blokaderi brutalno linčuju čoveka.",vilifying_opponents,31,https://crta.plus/sr/updates/may-manipulations/
TV Informer,2026-05-15,"Krv prolivena zbog blokaderskog pohoda. Horor ispred Pravnog fakulteta, krv šiklja na sve strane dok blokaderi brutalno linčuju čoveka.",vilifying_opponents,31,https://crta.plus/sr/updates/may-manipulations/
Informer,2026-05-15,"Krv prolivena zbog blokaderskog pohoda. Horor ispred Pravnog fakulteta, krv šiklja na sve strane dok blokaderi brutalno linčuju čoveka.",vilifying_opponents,31,https://crta.plus/sr/updates/may-manipulations/
TV Pink,2026-05-25,Nasilje je suština blokadera; Srbija je podeljena između onih koji grade i onih koji ruše; to je njihov cilj,vilifying_opponents,32,https://crta.plus/sr/updates/may-manipulations/
TV Prva,2026-05-25,Nasilje je suština blokadera; Srbija je podeljena između onih koji grade i onih koji ruše; to je njihov cilj,vilifying_opponents,32,https://crta.plus/sr/updates/may-manipulations/
Kurir,2026-05-25,Nasilje je suština blokadera; Srbija je podeljena između onih koji grade i onih koji ruše; to je njihov cilj,vilifying_opponents,32,https://crta.plus/sr/updates/may-manipulations/
Večernje Novosti,2026-05-25,Nasilje je suština blokadera; Srbija je podeljena između onih koji grade i onih koji ruše; to je njihov cilj,vilifying_opponents,32,https://crta.plus/sr/updates/may-manipulations/
Informer,2026-05-25,Nasilje je suština blokadera; Srbija je podeljena između onih koji grade i onih koji ruše; to je njihov cilj,vilifying_opponents,32,https://crta.plus/sr/updates/may-manipulations/
TV B92,2026-05-20,Ovako brine o studentima - Školarine porasle zbog Đokića,vilifying_opponents,33,https://crta.plus/sr/updates/may-manipulations/
Informer,2026-05-20,Ovako brine o studentima - Školarine porasle zbog Đokića,vilifying_opponents,33,https://crta.plus/sr/updates/may-manipulations/
Srpski Telegraf,2026-05-20,Ovako brine o studentima - Školarine porasle zbog Đokića,vilifying_opponents,33,https://crta.plus/sr/updates/may-manipulations/
Informer,2026-05-22,Evo zašto studiranje postaje skuplje: Vladan Đokić troši školarine u Grčkoj,vilifying_opponents,34,https://crta.plus/sr/updates/may-manipulations/
Informer,2026-05-27,Lider takozvanih plenuma misli da je jači od države i zakona - Đokić vodi kampanju iz Rektorata sa strancima,vilifying_opponents,35,https://crta.plus/sr/updates/may-manipulations/
Alo!,2026-05-31,Albanci se pripremaju da ukradu izbore na Kosovu i Metohiji,vilifying_neighbours,36,https://crta.plus/sr/updates/may-manipulations/
Večernje Novosti,2026-05-29,Priština uporno nastavlja s terorom. Oduzimaju Srbima čak i železničke stanice.,vilifying_neighbours,37,https://crta.plus/sr/updates/may-manipulations/
Politika,2026-05-29,Priština uporno nastavlja s terorom. Oduzimaju Srbima čak i železničke stanice.,vilifying_neighbours,37,https://crta.plus/sr/updates/may-manipulations/
TV Pink,2026-05-29,Priština uporno nastavlja s terorom. Oduzimaju Srbima čak i železničke stanice.,vilifying_neighbours,37,https://crta.plus/sr/updates/may-manipulations/
Alo!,2026-05-21,Niko nije veći Kurti od njega: Srbi hapšeni po Rašićevoj listi,vilifying_neighbours,38,https://crta.plus/sr/updates/may-manipulations/
Kurir,2026-05-16,"Istorijsko obraćanje predsednika Vučića Crnoj Gori - Izvinite što vas volimo više nego vi nas! Srbija nije ukrala deo Crne Gore, vi ste priznali krađu našeg Kosova!",vilifying_neighbours,39,https://crta.plus/sr/updates/may-manipulations/
Srpski Telegraf,2026-05-18,Predsednik je jasan: Otcepljenje Crne Gore bilo je deo velike zavere usmerene na otimanje Kosova,vilifying_neighbours,40,https://crta.plus/sr/updates/may-manipulations/
TV Prva,2026-05-18,Predsednik je jasan: Otcepljenje Crne Gore bilo je deo velike zavere usmerene na otimanje Kosova,vilifying_neighbours,40,https://crta.plus/sr/updates/may-manipulations/
Informer,2026-05-22,Propali diktator opet buncа: Milo optužuje Srbe za genocid,vilifying_neighbours,41,https://crta.plus/sr/updates/may-manipulations/
TV Informer,2026-05-31,"Dok je Srbija napadnuta sa svih strana, država ubrzava razvoj i modernizaciju. Vojislav Šešelj: 'Hrvatska jasno eskalira situaciju u Crnoj Gori'",vilifying_neighbours,42,https://crta.plus/sr/updates/may-manipulations/
Informer,2026-05-30,Pretnje iz Zagreba: Hrvati hoće da zauzmu Sombor i Apatin,vilifying_neighbours,43,https://crta.plus/sr/updates/may-manipulations/
Srpski Telegraf,2026-05-19,"Zagrebova nova prljava igra - Hrvati kradu slavu Srbima. Hoće da pohrvaćuju: pismo, folklor i nošnje, groblja i spomenike, natpise, povelje, naučnike, umetnike i pisce, junake i sportiste",vilifying_neighbours,44,https://crta.plus/sr/updates/may-manipulations/
TV Prva,2026-06-02,Blokaderi skrnave svetinju - poštovanje čudotvornog Pojasa Presvete Bogorodice nazivaju fetišizmom.,vilifying_opponents,45,https://crta.plus/sr/updates/june-manipulations/
Informer,2026-06-02,Blokaderi skrnave svetinju - poštovanje čudotvornog Pojasa Presvete Bogorodice nazivaju fetišizmom.,vilifying_opponents,45,https://crta.plus/sr/updates/june-manipulations/
Kurir,2026-06-02,Blokaderi skrnave svetinju - poštovanje čudotvornog Pojasa Presvete Bogorodice nazivaju fetišizmom.,vilifying_opponents,45,https://crta.plus/sr/updates/june-manipulations/
Alo!,2026-06-02,Blokaderi skrnave svetinju - poštovanje čudotvornog Pojasa Presvete Bogorodice nazivaju fetišizmom.,vilifying_opponents,45,https://crta.plus/sr/updates/june-manipulations/
Srpski Telegraf,2026-06-02,Blokaderi skrnave svetinju - poštovanje čudotvornog Pojasa Presvete Bogorodice nazivaju fetišizmom.,vilifying_opponents,45,https://crta.plus/sr/updates/june-manipulations/
TV Informer,2026-06-04,"Dok se narod klanja svetinji, blokaderi je ismevaju. Otuđeni od vere i svega srpskog, ponovo su prešli granicu.",vilifying_opponents,46,https://crta.plus/sr/updates/june-manipulations/
Alo!,2026-06-04,"Dok se narod klanja svetinji, blokaderi je ismevaju. Otuđeni od vere i svega srpskog, ponovo su prešli granicu.",vilifying_opponents,46,https://crta.plus/sr/updates/june-manipulations/
Večernje Novosti,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
Srpski Telegraf,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
Alo!,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
Politika,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
Informer,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
TV Informer,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
TV Prva,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
TV B92,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
TV Pink,2026-06-20,"Lažni skandal sa 'zvučnim topom' unapred je isplaniran na plenumima, kao deo plana da se sruše predsednik i država i izazove građanski rat.",vilifying_opponents,47,https://crta.plus/sr/updates/june-manipulations/
TV B92,2026-06-20,Vučić u specijalnoj emisiji o aferi 'zvučni top': Žurilo im se da izazovu građanski rat. Izvršili su atentat na moj lik i hteli da unište Srbiju.,vilifying_opponents,48,https://crta.plus/sr/updates/june-manipulations/
Kurir,2026-06-20,Vučić u specijalnoj emisiji o aferi 'zvučni top': Žurilo im se da izazovu građanski rat. Izvršili su atentat na moj lik i hteli da unište Srbiju.,vilifying_opponents,48,https://crta.plus/sr/updates/june-manipulations/
Večernje Novosti,2026-06-20,Vučić u specijalnoj emisiji o aferi 'zvučni top': Žurilo im se da izazovu građanski rat. Izvršili su atentat na moj lik i hteli da unište Srbiju.,vilifying_opponents,48,https://crta.plus/sr/updates/june-manipulations/
Politika,2026-06-20,Vučić u specijalnoj emisiji o aferi 'zvučni top': Žurilo im se da izazovu građanski rat. Izvršili su atentat na moj lik i hteli da unište Srbiju.,vilifying_opponents,48,https://crta.plus/sr/updates/june-manipulations/
Alo!,2026-06-20,Vučić u specijalnoj emisiji o aferi 'zvučni top': Žurilo im se da izazovu građanski rat. Izvršili su atentat na moj lik i hteli da unište Srbiju.,vilifying_opponents,48,https://crta.plus/sr/updates/june-manipulations/
Srpski Telegraf,2026-06-20,Vučić u specijalnoj emisiji o aferi 'zvučni top': Žurilo im se da izazovu građanski rat. Izvršili su atentat na moj lik i hteli da unište Srbiju.,vilifying_opponents,48,https://crta.plus/sr/updates/june-manipulations/
TV Informer,2026-06-21,Vučić stavlja tačku na izmišljotine: Podneo bih ostavku da je zvučni top korišćen.,vilifying_opponents,49,https://crta.plus/sr/updates/june-manipulations/
TV Pink,2026-06-21,Vučić stavlja tačku na izmišljotine: Podneo bih ostavku da je zvučni top korišćen.,vilifying_opponents,49,https://crta.plus/sr/updates/june-manipulations/
Informer,2026-06-21,Vučić stavlja tačku na izmišljotine: Podneo bih ostavku da je zvučni top korišćen.,vilifying_opponents,49,https://crta.plus/sr/updates/june-manipulations/
Srpski Telegraf,2026-06-21,Vučić stavlja tačku na izmišljotine: Podneo bih ostavku da je zvučni top korišćen.,vilifying_opponents,49,https://crta.plus/sr/updates/june-manipulations/
Informer,2026-06-09,Aleksandar Vučić grmi: Osamnaest meseci pokušavaju da nam sruše državu! Ali neće uspeti.,vilifying_opponents,50,https://crta.plus/sr/updates/june-manipulations/
TV Informer,2026-06-10,Srušen mit blokadera o Vučićevoj izolaciji Srbije; diplomatska aktivnost demantuje kampanju blokadera.,vilifying_opponents,51,https://crta.plus/sr/updates/june-manipulations/
Alo!,2026-06-12,Propast ideje o jedinstvenoj listi - Blokaderi: Vučićeva pobeda sve izvesnija.,vilifying_opponents,52,https://crta.plus/sr/updates/june-manipulations/
Informer,2026-06-04,"Novi skandal koji je orkestrirala Podgorica. Crnogorci proteruju 87 Srba. Avion Er Srbije juče je bez objašnjenja vraćen za Beograd sa aerodroma u Tivtu, nakon što su putnici pretreseni do gole kože.",vilifying_neighbours,53,https://crta.plus/sr/updates/june-manipulations/
Večernje Novosti,2026-06-04,"Novi skandal koji je orkestrirala Podgorica. Crnogorci proteruju 87 Srba. Avion Er Srbije juče je bez objašnjenja vraćen za Beograd sa aerodroma u Tivtu, nakon što su putnici pretreseni do gole kože.",vilifying_neighbours,53,https://crta.plus/sr/updates/june-manipulations/
TV Informer,2026-06-04,Bezgranična drskost. Crnogorski parlament i mediji u koordinisanom napadu na Srbe.,vilifying_neighbours,54,https://crta.plus/sr/updates/june-manipulations/
Večernje Novosti,2026-06-02,Nova promocija 'Velike Albanije': 'Crni orao' nesmetano oštri kandže.,vilifying_neighbours,55,https://crta.plus/sr/updates/june-manipulations/
